class,sms
ham,"Dear Customer, Bank AL Habib will never contact you via phone, SMS, email or any other means, asking for your personal information including your internet/mobile banking user ID and password, debit or credit card number, PIN, OTP or CVV. You are advised to stay extremely careful and not share your personal information or banking credentials with anyone. Sharing personal information or banking credentials may compromise your bank account, debit, or credit card."
ham,"Dear Customer, Bank AL Habib's Digital Banking Channels will be temporarily unavailable on 26th Oct, 2024 between 12:30 - 3:30 AM due to a scheduled maintenance. We regret for the inconvenience. For support, call our 24/7 Call Center at (+92 21) 111-014-014."
ham,"Dear Customer, Bank Alfalah acknowledges receipt of your request which has been registered with [EF220624788]. For assistance, please call 111-225-111"
ham,"Dear Customer, CC01BILL has been registered as a new biller through BAHL Digital Banking. If you have not initiated this request, please call 111014014."
ham,"Dear Customer, Due to a major planned system upgrade, Raast services will not be available from 9 am (3rd September 2023) to 12 am (4th September 2023). We apologize for the inconvenience."
ham,"Dear Customer, Due to a planned system maintenance activity, Bank AL Habib ADC services (AL Habib Mobile App and Netbanking, Debit Cards, Mobile Banking (Ufone USSD), ATMs, POS Transactions and IVR Services) will not be available on Saturday, 10th September, 2022 from 12:30 AM to 2:00 AM.  Any inconvenience caused is regretted, for assistance, please contact our 24/7 call center (+92 21) 111-014-014."
ham,"Dear Customer, Due to a scheduled maintenance activity, Bank AL Habib digital banking services including AL Habib Mobile App, Netbanking, Bill Payments, Raast, IBFT, SMS alerts, Digital Account Opening, E-Statements, Website, ATM and POS transactions will be temporarily unavailable on 12th August 2024, between 12:30 AM - 02:30 AM. We regret any inconvenience caused."
ham,"Dear Customer, Due to a scheduled maintenance activity, Bank AL Habib's digital banking channels will remain temporarily unavailable on 22nd September 2024 between 3:00 AM - 05:30 AM. We regret any inconvenience. For support, please contact our 24/7 Call Center at (+92 21) 111-014-014."
ham,"Dear Customer, Due to a scheduled maintenance, AL Habib Payment System and Raast services will remain unavailable on 17th March 2024 from 12:00 AM till 2:00 AM. We regret any inconvenience. For support, please contact our 24/7 Call Center at (+92 21) 111-014-014."
ham,"Dear Customer, Due to major planned system upgrade, Raast services will not be available from 9:00 AM 3rd Sep till 12:00 AM 4th Sep 2023. We apologize for the inconvenience."
ham,"Dear Customer, Due to scheduled maintenance, AL Habib Mobile & Netbanking services will be unavailable on 6th January, 2024 between 12:30 AM - 04:30 AM. We regret any inconvenience caused. For support, please call (+92 21) 111-014-014."
ham,"Dear Customer, Due to scheduled maintenance, AL Habib Mobile & Netbanking, Raast (Outgoing Transactions), ATMs, Debit Cards and associated services will be unavailable on 14th Oct, 2023 between 12:30 AM - 04:30 AM. We regret any inconvenience. For support, please call (+92 21) 111-014-014."
ham,"Dear Customer, Due to scheduled maintenance, Bank AL Habib's Digital and Alternate Delivery Channels including Interbank Funds Transfer, Funds Transfer, Bill Payments, Raast, ATM and POS Services may experience intermittent disruption on 5th March - 2024 between 01:00 AM till 05:00 AM. We regret any inconvenience caused."
ham,"Dear Customer, Due to scheduled maintenance, Raast outgoing transactions, AL Habib Mobile and Netbanking services will remain unavailable on 26th October, 2023 from 12:30 AM to 02:30 AM."
ham,"Dear Customer, Due to scheduled maintenance, RAAST, AL Habib Mobile & Netbanking services will be temporarily unavailable on 29th April 2024 from 6:30 AM - 7:30 AM. We regret any inconvenience caused. For further assistance, please contact us at (+92 21) 111-014-014."
ham,"Dear customer, easypaisa schedule of charges effective 01 October 2023 has been updated on our website and app. www.easypaisa.com.pk"
ham,"Dear Customer, easypaisa schedule of charges effective 01-April-2023 has been updated on our website and app. Thank you."
ham,"Dear Customer, for complaints, please use AKBL Branches, Contact Centre (051/021-111000787), Email, MobileApp, I-Net, Fax or Website: https://bit.ly/3YBwLqf"
ham,"Dear Customer, for complaints, please use AKBL Branches, Helpline: 051/021-111000787, WhatsApp, Email, MobileApp, I-Net, Fax or Website: https://bit.ly/3YBwLqf"
ham,"Dear Customer, In line with State Bank of Pakistan's scheduled maintenance activity, Raast services will remain unavailable on Wednesday, 17th April 2024 between 08:00 AM to 11:00 AM.  We regret any inconvenience. For assistance, please contact our 24/7 Call Centre (+92 21) 111-014-014"
ham,"Dear Customer, It is to inform you that Your Identity Document # 3520015165351 has been Expired on Dated:31-Jan-2021, Please visit your concerned AKBL branch along with your renewed copy of Identity Document. Regards, Askari Bank Limited"
ham,"Dear Customer, It is to inform you that Your Identity Document # 3520015165351 has been Expired on Dated:31-Jan-2021, Please visit your concerned AKBL branch along with your renewed copy of Identity Document. Regards, Askari Bank Limited"
ham,"Dear Customer, It is to inform you that Your Identity Document # 3520015165351 has been Expired on Dated:31-Jan-2021, Please visit your concerned AKBL branch along with your renewed copy of Identity Document. Regards, Askari Bank Limited"
ham,"Dear Customer, It is to inform you that Your Identity Document # 3520015165351 has been Expired on Dated:31-Jan-2021, Please visit your concerned AKBL branch along with your renewed copy of Identity Document. Regards, Askari Bank Limited"
ham,"Dear Customer, It is to inform you that Your Identity Document # 3520015165351 has been Expired on Dated:31-Jan-2021, Please visit your concerned AKBL branch along with your renewed copy of Identity Document. Regards, Askari Bank Limited"
ham,"Dear Customer, KPAY0001 has been deleted through BAHL Digital Banking. If you have not initiated this request, please call 111014014"
ham,"Dear Customer, KPAY0001 has been registered as a new biller through BAHL Digital Banking. If you have not initiated this request, please call 111014014."
ham,"Dear Customer, KPAY0001 has been registered as a new biller through BAHL Digital Banking. If you have not initiated this request, please call 111014014."
ham,"Dear Customer, KPAY0001 has been registered as a new biller through BAHL Digital Banking. If you have not initiated this request, please call 111014014."
ham,"Dear Customer, KPAY0001 has been registered as a new biller through BAHL Digital Banking. If you have not initiated this request, please call 111014014."
ham,"Dear Customer, KPAY0001 has been registered as a new biller through BAHL Digital Banking. If you have not initiated this request, please call 111014014."
ham,"Dear Customer, now you can activate your Bank Alfalah Credit Card through WhatsApp Banking Channel. To activate click: https://wa.me/9221111225111?text=Hi"
ham,"Dear Customer, now you can activate your Bank Alfalah Credit Card through WhatsApp Banking Channel. To activate click: https://wa.me/9221111225111?text=Hi"
ham,"Dear Customer, now you can activate your Bank Alfalah Credit Card through WhatsApp Banking Channel. To activate click: https://wa.me/9221111225111?text=Hi"
ham,"Dear Customer, Now you can also activate your Bank Alfalah Credit card through Bank Alfalah Rapid Portal. To activate click https://rapid.bankalfalah.com/AlfalahRapidPROD/CC_CardManagement_Request.aspx"
ham,"Dear Customer, on sending Gift from MyTelenor App we have FREE Bonus for you. Open App https://telenor.page.link/Bonus & Get your Free Bonus Now!"
ham,"Dear Customer, on sending Gift from MyTelenor App we have FREE Bonus for you. Open App https://telenor.page.link/Bonus & Get your Free Bonus Now!"
ham,"Dear Customer, our Schedule of Bank Charges for January-June 2023 has been updated. For details, please visit Bank AL Habib Branch or Website."
ham,"Dear Customer, Our Schedule of Bank Charges for July-December 2022 has been updated. For details, please visit Bank AL Habib Branch or Website."
ham,"Dear Customer, Please note that AL Habib Digital Banking services including RAAST, AL Habib Mobile & Netbanking, ATM and POS will be temporarily unavailable on 17th April 2024 from 01:00 AM to 05:00 AM. We regret any inconvenience caused. For assistance, please contact our 24/7 Call Center at (+92 21) 111-014-014."
ham,"Dear Customer, Please note that Bank AL Habib's digital and alternate delivery channels including AL Habib Mobile & Netbanking, ATM, POS, Raast, 1Link and Call Center will remain unavailable on 19th February, 2024 from 02:00 AM till 04:00 AM. We regret any inconvenience caused."
ham,"Dear Customer, Please note that Raast services may be unavailable on 27th April, 2023 between 01:00 PM to 03:00 PM due to a maintenance activity. We regret any inconvenience caused. For assistance please contact our 24/7 Call Center: (+92 21) 111-014-014."
ham,"Dear Customer, Please note that Raast services will be unavailable on 7th April, 2023 between 12:30 AM to 02:30 AM due to a maintenance activity. We regret any inconvenience caused."
ham,"Dear Customer, Please note that you may experience difficulty in using Bank AL Habib's digital and alternate delivery channels including AL Habib Mobile and Netbanking, ATM, POS and Raast on 11th February, 2024 between 12:30 AM till 04:30 AM. We regret any inconvenience caused."
ham,"Dear Customer, please note that you may face difficulty using Bank AL Habib's digital channels due to maintenance activity. We apologize for any inconvenience."
ham,"Dear Customer, Please recharge your account balance to continue enjoying Telenor services."
ham,"Dear Customer, please share your closure receipt at escalations@ptcl.net.pk for further proceedings."
ham,"Dear Customer, please use the code 7087 to verify your olx account. Never share your OTP with anyone. K72jbl9sZ4V"
ham,"Dear Customer, Raast and 1Link services will remain unavailable on 01 Sept 2023 from 2:00 to 2:30 AM. For support, call our 24/7 helpline (+92 21) 111-014-014."
ham,"Dear Customer, Raast services on Mobile App and Internet Banking services will be unavailable from 09:00 AM on 3rd September, 2023 till 12:00 AM on 4th September, 2023 due to scheduled maintenance. Inconvenience is regretted."
ham,"Dear Customer, SBP has declared that any remittance of foreign exchange directly or indirectly outside Pakistan to overseas foreign exchange trading, margin trading, and contract for difference (CFD) trading apps, websites and platforms (such as Octa FX, Easy Forex, etc.) through any payment channel as illegal, therefore all payments to such platforms have been restricted for customers.   For details, please visit www.sbp.org.pk/epd/2022/FECL8.htm.    To block unsolicited promotional messages, text Reg to 3627"
ham,"Dear Customer, TCS Sentiments Express is on its way to deliver your gift under CN: 9002643033. Delivery Timings are 9 AM to 5 PM"
ham,"Dear Customer, Telenor 4G services are being improved in your area.3G SIM users, visit your nearest Retailer/Franchise to upgrade and enjoy quality internet."
ham,"Dear Customer, Telenor 4G services are being improved in your area.3G SIM users, visit your nearest Retailer/Franchise to upgrade and enjoy quality internet."
ham,"Dear Customer, the cheque 345212 of amount PKR 1131500.00 presented in clearing has been credited. Dated :31/12/2022"
ham,"Dear Customer, This is to inform you that the Bank AL Habib ADC services (ATMs, POS Transactions, AL Habib Mobile App and Netbanking) will be unavailable on Saturday, 25th June, 2022 from 1:00 AM to 5:00 AM due to a planned maintenance activity. We apologize for any inconvenience caused. For assistance, please contact our 24/7 call center (+92 21) 111-014-014."
ham,"Dear Customer, This is to inform you that the Bank AL Habib Digital services (AL Habib Mobile App and Netbanking, IVR, Mobile Banking UFONE USSD, ATMs/POS Transactions) and Debit Card facilities will be unavailable on Saturday, 26th November, 2022 from 12:30 AM to 2:00 AM due to maintenance activity. We apologize for any inconvenience caused. For assistance, please contact our 24/7 call center (+92 21) 111-014-014."
ham,"Dear Customer, This is to inform you that the Bank AL Habib Digital services (AL Habib Mobile App and Netbanking, IVR, Mobile Banking UFONE USSD, ATMs/POS Transactions) and Debit Card facilities will be unavailable on Sunday, 29th January, 2023 from 01:00 AM to 03:00 AM due to maintenance activity. We apologize for any inconvenience caused. For assistance, please contact our 24/7 call center (+92 21) 111-014-014."
ham,"Dear customer, to check last 5 transactions of jazzcash account, dial *786*6*3# thank you."
ham,"Dear Customer, To lodge your complaint, you can reach us through our 24/7 Call Center at (021) 111-014-014, email , website, fax (021) 35243591, by post at our registered address or drop box available at our branches. You may also approach us via our social media channels. Thank you for banking with us."
